video, title, thumbnail, description, hosted_at, flight_start_time, flight_end_time, labels,  metadata:type_1,  metadata:type_2,  metadata:type_3, embed_code, id
http://cbstv.vo.llnwd.net/e1/n3c/0009/flash/20090710165700_51025_000106p9000348p3.flv,Buckshot Bandits Strike In Woodland Hills. Encino,http://a123.g.akamai.net/f/123/36789/5m/kcbsimg.dayport.com/img/dp_thumbs/thumb_1247273929359_0p9429291899614419.jpg,Buckshot Bandits Strike In Woodland Hills. Encino,http://cbstv.vo.llnwd.net/e1/n3c/0009/flash/20090710165700_51025_000106p9000348p3.flv,2009-07-10T08:07:42-0500,null,/CBS Daily News,CBS Daily News,,,<!-- Start of Brightcove Player --><div style='display:none'></div><script language='JavaScript' type='text/javascript' src='http://admin.brightcove.com/js/BrightcoveExperiences.js'></script><object id='myExperience' class='BrightcoveExperience'><param name='bgcolor' value='#FFFFFF' /><param name='width' value='654' /><param name='height' value='410' /><param name='playerID' value='29120984001' /><param name='playerKey' value='' /><param name='isVid' value='true' /><param name='isUI' value='true' /><param name='dynamicStreaming' value='true' /></object><script type='text/javascript'>brightcove.createExperiences();</script><!-- End of Brightcove Player -->,29120984001
http://cbstv.vo.llnwd.net/e1/n3c/0009/flash/20090710155800_64735_000135p6000410p5.flv,Buckshot Bandits Strike In Woodland Hills. Encino,http://a123.g.akamai.net/f/123/36789/5m/kcbsimg.dayport.com/img/dp_thumbs/thumb_1247268965701_0p7715013381549197.jpg,Buckshot Bandits Strike In Woodland Hills. Encino,http://cbstv.vo.llnwd.net/e1/n3c/0009/flash/20090710155800_64735_000135p6000410p5.flv,2009-07-10T06:52:43-0500,null,/CBS Daily News,CBS Daily News,,,<!-- Start of Brightcove Player --><div style='display:none'></div><script language='JavaScript' type='text/javascript' src='http://admin.brightcove.com/js/BrightcoveExperiences.js'></script><object id='myExperience' class='BrightcoveExperience'><param name='bgcolor' value='#FFFFFF' /><param name='width' value='654' /><param name='height' value='410' /><param name='playerID' value='29125071001' /><param name='playerKey' value='' /><param name='isVid' value='true' /><param name='isUI' value='true' /><param name='dynamicStreaming' value='true' /></object><script type='text/javascript'>brightcove.createExperiences();</script><!-- End of Brightcove Player -->,29125071001
http://cbstv.vo.llnwd.net/e1/n3c/0009/flash/20090711175800_80695_000610p3000628p0.flv,Firefighters Put Out Hot Spots Near Getty Center,http://a123.g.akamai.net/f/123/36789/5m/kcbsimg.dayport.com/img/dp_thumbs/thumb_1247363436494_0p611136184410263.jpg,Firefighters Put Out Hot Spots Near Getty Center,http://cbstv.vo.llnwd.net/e1/n3c/0009/flash/20090711175800_80695_000610p3000628p0.flv,2009-07-11T08:55:13-0500,null,/CBS Daily News,CBS Daily News,,,<!-- Start of Brightcove Player --><div style='display:none'></div><script language='JavaScript' type='text/javascript' src='http://admin.brightcove.com/js/BrightcoveExperiences.js'></script><object id='myExperience' class='BrightcoveExperience'><param name='bgcolor' value='#FFFFFF' /><param name='width' value='654' /><param name='height' value='410' /><param name='playerID' value='29178870001' /><param name='playerKey' value='' /><param name='isVid' value='true' /><param name='isUI' value='true' /><param name='dynamicStreaming' value='true' /></object><script type='text/javascript'>brightcove.createExperiences();</script><!-- End of Brightcove Player -->,29178870001
http://cbstv.vo.llnwd.net/e1/n3c/0009/flash/20090711215800_98502_000142p8000337p3.flv,CSUN Student Escapes Kidnapper. Would-Be Rapist,http://a123.g.akamai.net/f/123/36789/5m/kcbsimg.dayport.com/img/dp_thumbs/thumb_1247377192582_0p08436510779609646.jpg,CSUN Student Escapes Kidnapper. Would-Be Rapist,http://cbstv.vo.llnwd.net/e1/n3c/0009/flash/20090711215800_98502_000142p8000337p3.flv,2009-07-12T12:45:24-0500,null,/CBS Daily News,CBS Daily News,,,<!-- Start of Brightcove Player --><div style='display:none'></div><script language='JavaScript' type='text/javascript' src='http://admin.brightcove.com/js/BrightcoveExperiences.js'></script><object id='myExperience' class='BrightcoveExperience'><param name='bgcolor' value='#FFFFFF' /><param name='width' value='654' /><param name='height' value='410' /><param name='playerID' value='29195064001' /><param name='playerKey' value='' /><param name='isVid' value='true' /><param name='isUI' value='true' /><param name='dynamicStreaming' value='true' /></object><script type='text/javascript'>brightcove.createExperiences();</script><!-- End of Brightcove Player -->,29195064001
http://cbstv.vo.llnwd.net/e1/n3c/0009/flash/20090712175800_42892_000744p6000805p0.flv,Couple In Murder-Suicide Planned To Divorce,http://a123.g.akamai.net/f/123/36789/5m/kcbsimg.dayport.com/img/dp_thumbs/thumb_1247450662311_0p1684060034980191.jpg,Couple In Murder-Suicide Planned To Divorce,http://cbstv.vo.llnwd.net/e1/n3c/0009/flash/20090712175800_42892_000744p6000805p0.flv,2009-07-12T09:15:22-0500,null,/CBS Daily News,CBS Daily News,,,<!-- Start of Brightcove Player --><div style='display:none'></div><script language='JavaScript' type='text/javascript' src='http://admin.brightcove.com/js/BrightcoveExperiences.js'></script><object id='myExperience' class='BrightcoveExperience'><param name='bgcolor' value='#FFFFFF' /><param name='width' value='654' /><param name='height' value='410' /><param name='playerID' value='29231385001' /><param name='playerKey' value='' /><param name='isVid' value='true' /><param name='isUI' value='true' /><param name='dynamicStreaming' value='true' /></object><script type='text/javascript'>brightcove.createExperiences();</script><!-- End of Brightcove Player -->,29231385001
http://cbstv.vo.llnwd.net/e1/n3c/0009/flash/20090712225800_10275_000240p9000301p9.flv,LA County Sheriff's Deputy Shot In Palmdale,http://a123.g.akamai.net/f/123/36789/5m/kcbsimg.dayport.com/img/dp_thumbs/thumb_1247470257648_0p5832233596897107.jpg,LA County Sheriff's Deputy Shot In Palmdale,http://cbstv.vo.llnwd.net/e1/n3c/0009/flash/20090712225800_10275_000240p9000301p9.flv,2009-07-13T02:37:30-0500,null,/CBS Daily News,CBS Daily News,,,<!-- Start of Brightcove Player --><div style='display:none'></div><script language='JavaScript' type='text/javascript' src='http://admin.brightcove.com/js/BrightcoveExperiences.js'></script><object id='myExperience' class='BrightcoveExperience'><param name='bgcolor' value='#FFFFFF' /><param name='width' value='654' /><param name='height' value='410' /><param name='playerID' value='29258662001' /><param name='playerKey' value='' /><param name='isVid' value='true' /><param name='isUI' value='true' /><param name='dynamicStreaming' value='true' /></object><script type='text/javascript'>brightcove.createExperiences();</script><!-- End of Brightcove Player -->,29258662001
http://brightcove.vo.llnwd.net/e1/uds/pd/1614694952/1614694952_29360529001_meltdown.flv,Santa Susana Field Laboratory nuclear meltdown. '60s footage,http://brightcove.vo.llnwd.net/e1/pd/1614694952/1614694952_29360531001_th-29343120001.jpg?pubId=1614694952,30-minute documentary from the early 1960s tries to put a positive spin on the nuclear meltdown of the Santa Susana Field Laboratory's Sodium Reactor Experment in the San Fernando Valley.,http://brightcove.vo.llnwd.net/e1/uds/pd/1614694952/1614694952_29360529001_meltdown.flv,2009-07-13T06:48:44-0500,null,/News,News,,,<!-- Start of Brightcove Player --><div style='display:none'></div><script language='JavaScript' type='text/javascript' src='http://admin.brightcove.com/js/BrightcoveExperiences.js'></script><object id='myExperience' class='BrightcoveExperience'><param name='bgcolor' value='#FFFFFF' /><param name='width' value='654' /><param name='height' value='410' /><param name='playerID' value='29349758001' /><param name='playerKey' value='' /><param name='isVid' value='true' /><param name='isUI' value='true' /><param name='dynamicStreaming' value='true' /></object><script type='text/javascript'>brightcove.createExperiences();</script><!-- End of Brightcove Player -->,29349758001
http://cbstv.vo.llnwd.net/e2/0009/flash/20090714135931_66249_001457p1001740p3.flv,Part Of Van Nuys Is Now Part Of Sherman Oaks,http://a123.g.akamai.net/f/123/36789/5m/kcbs.img.entriq.net/img/dp_thumbs/thumb_1247609229860_0p9240266856826398.jpg,Part Of Van Nuys Is Now Part Of Sherman Oaks,http://cbstv.vo.llnwd.net/e2/0009/flash/20090714135931_66249_001457p1001740p3.flv,2009-07-14T05:15:27-0500,null,/CBS Daily News,CBS Daily News,,,<!-- Start of Brightcove Player --><div style='display:none'></div><script language='JavaScript' type='text/javascript' src='http://admin.brightcove.com/js/BrightcoveExperiences.js'></script><object id='myExperience' class='BrightcoveExperience'><param name='bgcolor' value='#FFFFFF' /><param name='width' value='654' /><param name='height' value='410' /><param name='playerID' value='29459864001' /><param name='playerKey' value='' /><param name='isVid' value='true' /><param name='isUI' value='true' /><param name='dynamicStreaming' value='true' /></object><script type='text/javascript'>brightcove.createExperiences();</script><!-- End of Brightcove Player -->,29459864001
http://cbstv.vo.llnwd.net/e2/0009/flash/20090714195800_01998_002457p3002521p5.flv,5 More Dead Birds Test Positive For West Nile,http://a123.g.akamai.net/f/123/36789/5m/kcbs.img.entriq.net/img/dp_thumbs/thumb_1247630902200_0p9278372171675635.jpg,5 More Dead Birds Test Positive For West Nile,http://cbstv.vo.llnwd.net/e2/0009/flash/20090714195800_01998_002457p3002521p5.flv,2009-07-14T11:15:26-0500,null,/CBS Daily News,CBS Daily News,,,<!-- Start of Brightcove Player --><div style='display:none'></div><script language='JavaScript' type='text/javascript' src='http://admin.brightcove.com/js/BrightcoveExperiences.js'></script><object id='myExperience' class='BrightcoveExperience'><param name='bgcolor' value='#FFFFFF' /><param name='width' value='654' /><param name='height' value='410' /><param name='playerID' value='29544455001' /><param name='playerKey' value='' /><param name='isVid' value='true' /><param name='isUI' value='true' /><param name='dynamicStreaming' value='true' /></object><script type='text/javascript'>brightcove.createExperiences();</script><!-- End of Brightcove Player -->,29544455001
http://cbstv.vo.llnwd.net/e2/0009/flash/20090711225800_99114_000233p8000413p7.flv,CSUN Student Escapes Kidnapper. Would-Be Rapist,http://a123.g.akamai.net/f/123/36789/5m/kcbs.img.entriq.net/img/dp_thumbs/thumb_1247651212764_0p5520015037987016.jpg,CSUN Student Escapes Kidnapper. Would-Be Rapist,http://cbstv.vo.llnwd.net/e2/0009/flash/20090711225800_99114_000233p8000413p7.flv,2009-07-15T04:55:34-0500,null,/CBS Daily News,CBS Daily News,,,<!-- Start of Brightcove Player --><div style='display:none'></div><script language='JavaScript' type='text/javascript' src='http://admin.brightcove.com/js/BrightcoveExperiences.js'></script><object id='myExperience' class='BrightcoveExperience'><param name='bgcolor' value='#FFFFFF' /><param name='width' value='654' /><param name='height' value='410' /><param name='playerID' value='29568358001' /><param name='playerKey' value='' /><param name='isVid' value='true' /><param name='isUI' value='true' /><param name='dynamicStreaming' value='true' /></object><script type='text/javascript'>brightcove.createExperiences();</script><!-- End of Brightcove Player -->,29568358001
http://cbstv.vo.llnwd.net/e2/0009/flash/20090715120000_58786_000028p8000312p2.flv,Justice Is Blind And Broke! Court Not In Session,http://a123.g.akamai.net/f/123/36789/5m/kcbs.img.entriq.net/img/dp_thumbs/thumb_1247687311458_0p21658207276326485.jpg,Justice Is Blind And Broke! Court Not In Session,http://cbstv.vo.llnwd.net/e2/0009/flash/20090715120000_58786_000028p8000312p2.flv,2009-07-15T02:55:47-0500,null,/CBS Daily News,CBS Daily News,,,<!-- Start of Brightcove Player --><div style='display:none'></div><script language='JavaScript' type='text/javascript' src='http://admin.brightcove.com/js/BrightcoveExperiences.js'></script><object id='myExperience' class='BrightcoveExperience'><param name='bgcolor' value='#FFFFFF' /><param name='width' value='654' /><param name='height' value='410' /><param name='playerID' value='29633605001' /><param name='playerKey' value='' /><param name='isVid' value='true' /><param name='isUI' value='true' /><param name='dynamicStreaming' value='true' /></object><script type='text/javascript'>brightcove.createExperiences();</script><!-- End of Brightcove Player -->,29633605001
http://cbstv.vo.llnwd.net/e2/0009/flash/20090715172800_73549_000926p8001130p8.flv,14-Month-Old Patient Battles Rare Cancer,http://a123.g.akamai.net/f/123/36789/5m/kcbs.img.entriq.net/img/dp_thumbs/thumb_1247708438687_0p5356470945461123.jpg,14-Month-Old Patient Battles Rare Cancer,http://cbstv.vo.llnwd.net/e2/0009/flash/20090715172800_73549_000926p8001130p8.flv,2009-07-15T08:55:12-0500,null,/CBS Daily News,CBS Daily News,,,<!-- Start of Brightcove Player --><div style='display:none'></div><script language='JavaScript' type='text/javascript' src='http://admin.brightcove.com/js/BrightcoveExperiences.js'></script><object id='myExperience' class='BrightcoveExperience'><param name='bgcolor' value='#FFFFFF' /><param name='width' value='654' /><param name='height' value='410' /><param name='playerID' value='29653772001' /><param name='playerKey' value='' /><param name='isVid' value='true' /><param name='isUI' value='true' /><param name='dynamicStreaming' value='true' /></object><script type='text/javascript'>brightcove.createExperiences();</script><!-- End of Brightcove Player -->,29653772001
http://cbstv.vo.llnwd.net/e2/0009/flash/20090715212800_76951_000742p8000834p1.flv,Gavin Newsom Begins Campaigning In Woodland Hills,http://a123.g.akamai.net/f/123/36789/5m/kcbs.img.entriq.net/img/dp_thumbs/thumb_1247721751238_0p8298209895806714.jpg,Gavin Newsom Begins Campaigning In Woodland Hills,http://cbstv.vo.llnwd.net/e2/0009/flash/20090715212800_76951_000742p8000834p1.flv,2009-07-16T12:30:13-0500,null,/CBS Daily News,CBS Daily News,,,<!-- Start of Brightcove Player --><div style='display:none'></div><script language='JavaScript' type='text/javascript' src='http://admin.brightcove.com/js/BrightcoveExperiences.js'></script><object id='myExperience' class='BrightcoveExperience'><param name='bgcolor' value='#FFFFFF' /><param name='width' value='654' /><param name='height' value='410' /><param name='playerID' value='29663264001' /><param name='playerKey' value='' /><param name='isVid' value='true' /><param name='isUI' value='true' /><param name='dynamicStreaming' value='true' /></object><script type='text/javascript'>brightcove.createExperiences();</script><!-- End of Brightcove Player -->,29663264001
http://cbstv.vo.llnwd.net/e2/0009/flash/20090716135930_18044_000034p6000407p7.flv,Officials Tell Mongols To Stay Away,http://a123.g.akamai.net/f/123/36789/5m/kcbs.img.entriq.net/img/dp_thumbs/thumb_1247782330315_0p5935126497243028.jpg,Officials Tell Mongols To Stay Away,http://cbstv.vo.llnwd.net/e2/0009/flash/20090716135930_18044_000034p6000407p7.flv,2009-07-16T05:25:18-0500,null,/CBS Daily News,CBS Daily News,,,<!-- Start of Brightcove Player --><div style='display:none'></div><script language='JavaScript' type='text/javascript' src='http://admin.brightcove.com/js/BrightcoveExperiences.js'></script><object id='myExperience' class='BrightcoveExperience'><param name='bgcolor' value='#FFFFFF' /><param name='width' value='654' /><param name='height' value='410' /><param name='playerID' value='29742678001' /><param name='playerKey' value='' /><param name='isVid' value='true' /><param name='isUI' value='true' /><param name='dynamicStreaming' value='true' /></object><script type='text/javascript'>brightcove.createExperiences();</script><!-- End of Brightcove Player -->,29742678001
http://cbstv.vo.llnwd.net/e2/0009/flash/20090716145700_86827_000130p2000305p9.flv,Winnetka Woman Dead On Cruise. Husband Arrested,http://a123.g.akamai.net/f/123/36789/5m/kcbs.img.entriq.net/img/dp_thumbs/thumb_1247784355716_0p7750448786935549.jpg,Winnetka Woman Dead On Cruise. Husband Arrested,http://cbstv.vo.llnwd.net/e2/0009/flash/20090716145700_86827_000130p2000305p9.flv,2009-07-16T05:55:32-0500,null,/CBS Daily News,CBS Daily News,,,<!-- Start of Brightcove Player --><div style='display:none'></div><script language='JavaScript' type='text/javascript' src='http://admin.brightcove.com/js/BrightcoveExperiences.js'></script><object id='myExperience' class='BrightcoveExperience'><param name='bgcolor' value='#FFFFFF' /><param name='width' value='654' /><param name='height' value='410' /><param name='playerID' value='29771265001' /><param name='playerKey' value='' /><param name='isVid' value='true' /><param name='isUI' value='true' /><param name='dynamicStreaming' value='true' /></object><script type='text/javascript'>brightcove.createExperiences();</script><!-- End of Brightcove Player -->,29771265001
http://cbstv.vo.llnwd.net/e2/0009/flash/20090716215800_96295_002223p4002400p8.flv,Man Accused Of Killing Wife On Cruise Ship,http://a123.g.akamai.net/f/123/36789/5m/kcbs.img.entriq.net/img/dp_thumbs/thumb_1247812025388_0p5122062275510268.jpg,Man Accused Of Killing Wife On Cruise Ship,http://cbstv.vo.llnwd.net/e2/0009/flash/20090716215800_96295_002223p4002400p8.flv,2009-07-17T01:37:32-0500,null,/CBS Daily News,CBS Daily News,,,<!-- Start of Brightcove Player --><div style='display:none'></div><script language='JavaScript' type='text/javascript' src='http://admin.brightcove.com/js/BrightcoveExperiences.js'></script><object id='myExperience' class='BrightcoveExperience'><param name='bgcolor' value='#FFFFFF' /><param name='width' value='654' /><param name='height' value='410' /><param name='playerID' value='29793323001' /><param name='playerKey' value='' /><param name='isVid' value='true' /><param name='isUI' value='true' /><param name='dynamicStreaming' value='true' /></object><script type='text/javascript'>brightcove.createExperiences();</script><!-- End of Brightcove Player -->,29793323001
http://cbstv.vo.llnwd.net/e2/0009/flash/20090717105900_40311_001555p1001744p3.flv,CBS 2 Joins With MEND To End Hunger,http://a123.g.akamai.net/f/123/36789/5m/kcbs.img.entriq.net/img/dp_thumbs/thumb_1247857366019_0p8104916339856368.jpg,CBS 2 Joins With MEND To End Hunger,http://cbstv.vo.llnwd.net/e2/0009/flash/20090717105900_40311_001555p1001744p3.flv,2009-07-17T02:10:29-0500,null,/CBS Daily News,CBS Daily News,,,<!-- Start of Brightcove Player --><div style='display:none'></div><script language='JavaScript' type='text/javascript' src='http://admin.brightcove.com/js/BrightcoveExperiences.js'></script><object id='myExperience' class='BrightcoveExperience'><param name='bgcolor' value='#FFFFFF' /><param name='width' value='654' /><param name='height' value='410' /><param name='playerID' value='29868337001' /><param name='playerKey' value='' /><param name='isVid' value='true' /><param name='isUI' value='true' /><param name='dynamicStreaming' value='true' /></object><script type='text/javascript'>brightcove.createExperiences();</script><!-- End of Brightcove Player -->,29868337001
http://cbstv.vo.llnwd.net/e2/0009/flash/20090717162901_54302_000428p7001827p6.flv,Bus Catches Fire. Ignites Brush In Castaic,http://a123.g.akamai.net/f/123/36789/5m/kcbs.img.entriq.net/img/dp_thumbs/thumb_1247878125590_0p49859244820890547.jpg,Bus Catches Fire. Ignites Brush In Castaic,http://cbstv.vo.llnwd.net/e2/0009/flash/20090717162901_54302_000428p7001827p6.flv,2009-07-17T08:34:37-0500,null,/CBS Daily News,CBS Daily News,,,<!-- Start of Brightcove Player --><div style='display:none'></div><script language='JavaScript' type='text/javascript' src='http://admin.brightcove.com/js/BrightcoveExperiences.js'></script><object id='myExperience' class='BrightcoveExperience'><param name='bgcolor' value='#FFFFFF' /><param name='width' value='654' /><param name='height' value='410' /><param name='playerID' value='29888116001' /><param name='playerKey' value='' /><param name='isVid' value='true' /><param name='isUI' value='true' /><param name='dynamicStreaming' value='true' /></object><script type='text/javascript'>brightcove.createExperiences();</script><!-- End of Brightcove Player -->,29888116001
http://cbstv.vo.llnwd.net/e2/0009/flash/20090717145700_53842_001458p7001614p6.flv,Fire Breaks Out In Castaic,http://a123.g.akamai.net/f/123/36789/5m/kcbs.img.entriq.net/img/dp_thumbs/thumb_1247872131722_0p7223354374600088.jpg,Fire Breaks Out In Castaic,http://cbstv.vo.llnwd.net/e2/0009/flash/20090717145700_53842_001458p7001614p6.flv,2009-07-17T06:22:33-0500,null,/CBS Daily News,CBS Daily News,,,<!-- Start of Brightcove Player --><div style='display:none'></div><script language='JavaScript' type='text/javascript' src='http://admin.brightcove.com/js/BrightcoveExperiences.js'></script><object id='myExperience' class='BrightcoveExperience'><param name='bgcolor' value='#FFFFFF' /><param name='width' value='654' /><param name='height' value='410' /><param name='playerID' value='29891917001' /><param name='playerKey' value='' /><param name='isVid' value='true' /><param name='isUI' value='true' /><param name='dynamicStreaming' value='true' /></object><script type='text/javascript'>brightcove.createExperiences();</script><!-- End of Brightcove Player -->,29891917001
http://cbstv.vo.llnwd.net/e2/0009/flash/20090717202800_28844_000237p8000303p0.flv,FBI Says Man Confessed To Strangling Wife,http://a123.g.akamai.net/f/123/36789/5m/kcbs.img.entriq.net/img/dp_thumbs/thumb_1247890013953_0p6792463144322032.jpg,FBI Says Man Confessed To Strangling Wife,http://cbstv.vo.llnwd.net/e2/0009/flash/20090717202800_28844_000237p8000303p0.flv,2009-07-17T11:15:33-0500,null,/CBS Daily News,CBS Daily News,,,<!-- Start of Brightcove Player --><div style='display:none'></div><script language='JavaScript' type='text/javascript' src='http://admin.brightcove.com/js/BrightcoveExperiences.js'></script><object id='myExperience' class='BrightcoveExperience'><param name='bgcolor' value='#FFFFFF' /><param name='width' value='654' /><param name='height' value='410' /><param name='playerID' value='29916849001' /><param name='playerKey' value='' /><param name='isVid' value='true' /><param name='isUI' value='true' /><param name='dynamicStreaming' value='true' /></object><script type='text/javascript'>brightcove.createExperiences();</script><!-- End of Brightcove Player -->,29916849001
http://cbstv.vo.llnwd.net/e2/0009/flash/20090718165700_18823_001033p2001058p6.flv,Security Images Released Of 'Buckshot Bandits',http://a123.g.akamai.net/f/123/36789/5m/kcbs.img.entriq.net/img/dp_thumbs/thumb_1247964887575_0p004527731674380864.jpg,Security Images Released Of 'Buckshot Bandits',http://cbstv.vo.llnwd.net/e2/0009/flash/20090718165700_18823_001033p2001058p6.flv,2009-07-18T08:07:45-0500,null,/CBS Daily News,CBS Daily News,,,<!-- Start of Brightcove Player --><div style='display:none'></div><script language='JavaScript' type='text/javascript' src='http://admin.brightcove.com/js/BrightcoveExperiences.js'></script><object id='myExperience' class='BrightcoveExperience'><param name='bgcolor' value='#FFFFFF' /><param name='width' value='654' /><param name='height' value='410' /><param name='playerID' value='29961470001' /><param name='playerKey' value='' /><param name='isVid' value='true' /><param name='isUI' value='true' /><param name='dynamicStreaming' value='true' /></object><script type='text/javascript'>brightcove.createExperiences();</script><!-- End of Brightcove Player -->,29961470001
http://cbstv.vo.llnwd.net/e2/0009/flash/20090718215801_34687_000347p1000600p0.flv,Cool Cars Heat Up Cruise Night In Glendale,http://a123.g.akamai.net/f/123/36789/5m/kcbs.img.entriq.net/img/dp_thumbs/thumb_1247982056565_0p034400066455018585.jpg,Cool Cars Heat Up Cruise Night In Glendale,http://cbstv.vo.llnwd.net/e2/0009/flash/20090718215801_34687_000347p1000600p0.flv,2009-07-19T12:52:27-0500,null,/CBS Daily News,CBS Daily News,,,<!-- Start of Brightcove Player --><div style='display:none'></div><script language='JavaScript' type='text/javascript' src='http://admin.brightcove.com/js/BrightcoveExperiences.js'></script><object id='myExperience' class='BrightcoveExperience'><param name='bgcolor' value='#FFFFFF' /><param name='width' value='654' /><param name='height' value='410' /><param name='playerID' value='29961511001' /><param name='playerKey' value='' /><param name='isVid' value='true' /><param name='isUI' value='true' /><param name='dynamicStreaming' value='true' /></object><script type='text/javascript'>brightcove.createExperiences();</script><!-- End of Brightcove Player -->,29961511001
http://cbstv.vo.llnwd.net/e2/0009/flash/20090720225800_81112_000751p9000944p6.flv,Lancaster Considers Adding Aerial Cameras,http://a123.g.akamai.net/f/123/36789/5m/kcbs.img.entriq.net/img/dp_thumbs/thumb_1248161073126_0p0015268561683365322.jpg,Lancaster Considers Adding Aerial Cameras,http://cbstv.vo.llnwd.net/e2/0009/flash/20090720225800_81112_000751p9000944p6.flv,2009-07-21T02:30:26-0500,null,/CBS Daily News,CBS Daily News,,,<!-- Start of Brightcove Player --><div style='display:none'></div><script language='JavaScript' type='text/javascript' src='http://admin.brightcove.com/js/BrightcoveExperiences.js'></script><object id='myExperience' class='BrightcoveExperience'><param name='bgcolor' value='#FFFFFF' /><param name='width' value='654' /><param name='height' value='410' /><param name='playerID' value='30122416001' /><param name='playerKey' value='' /><param name='isVid' value='true' /><param name='isUI' value='true' /><param name='dynamicStreaming' value='true' /></object><script type='text/javascript'>brightcove.createExperiences();</script><!-- End of Brightcove Player -->,30122416001
http://cbstv.vo.llnwd.net/e2/0009/flash/20090720215800_10225_001654p0001721p9.flv,CSU Trustees To Vote On Fee Hikes,http://a123.g.akamai.net/f/123/36789/5m/kcbs.img.entriq.net/img/dp_thumbs/thumb_1248159493811_0p507258966498294.jpg,CSU Trustees To Vote On Fee Hikes,http://cbstv.vo.llnwd.net/e2/0009/flash/20090720215800_10225_001654p0001721p9.flv,2009-07-21T02:07:43-0500,null,/CBS Daily News,CBS Daily News,,,<!-- Start of Brightcove Player --><div style='display:none'></div><script language='JavaScript' type='text/javascript' src='http://admin.brightcove.com/js/BrightcoveExperiences.js'></script><object id='myExperience' class='BrightcoveExperience'><param name='bgcolor' value='#FFFFFF' /><param name='width' value='654' /><param name='height' value='410' /><param name='playerID' value='30127523001' /><param name='playerKey' value='' /><param name='isVid' value='true' /><param name='isUI' value='true' /><param name='dynamicStreaming' value='true' /></object><script type='text/javascript'>brightcove.createExperiences();</script><!-- End of Brightcove Player -->,30127523001
http://cbstv.vo.llnwd.net/e2/0009/flash/20090721165701_49828_002815p9002843p3.flv,Governor Considers Signing Truck Ban Bill,http://a123.g.akamai.net/f/123/36789/5m/kcbs.img.entriq.net/img/dp_thumbs/thumb_1248225223005_0p23760020289057415.jpg,Governor Considers Signing Truck Ban Bill,http://cbstv.vo.llnwd.net/e2/0009/flash/20090721165701_49828_002815p9002843p3.flv,2009-07-21T08:22:47-0500,null,/CBS Daily News,CBS Daily News,,,<!-- Start of Brightcove Player --><div style='display:none'></div><script language='JavaScript' type='text/javascript' src='http://admin.brightcove.com/js/BrightcoveExperiences.js'></script><object id='myExperience' class='BrightcoveExperience'><param name='bgcolor' value='#FFFFFF' /><param name='width' value='654' /><param name='height' value='410' /><param name='playerID' value='30230503001' /><param name='playerKey' value='' /><param name='isVid' value='true' /><param name='isUI' value='true' /><param name='dynamicStreaming' value='true' /></object><script type='text/javascript'>brightcove.createExperiences();</script><!-- End of Brightcove Player -->,30230503001
http://cbstv.vo.llnwd.net/e2/0009/flash/20090722135930_33035_000038p6000437p4.flv,1st Homicide Reported In Glendale In 2009,http://a123.g.akamai.net/f/123/36789/5m/kcbs.img.entriq.net/img/dp_thumbs/thumb_1248300312299_0p7088731604116019.jpg,1st Homicide Reported In Glendale In 2009,http://cbstv.vo.llnwd.net/e2/0009/flash/20090722135930_33035_000038p6000437p4.flv,2009-07-22T05:15:30-0500,null,/CBS Daily News,CBS Daily News,,,<!-- Start of Brightcove Player --><div style='display:none'></div><script language='JavaScript' type='text/javascript' src='http://admin.brightcove.com/js/BrightcoveExperiences.js'></script><object id='myExperience' class='BrightcoveExperience'><param name='bgcolor' value='#FFFFFF' /><param name='width' value='654' /><param name='height' value='410' /><param name='playerID' value='30352581001' /><param name='playerKey' value='' /><param name='isVid' value='true' /><param name='isUI' value='true' /><param name='dynamicStreaming' value='true' /></object><script type='text/javascript'>brightcove.createExperiences();</script><!-- End of Brightcove Player -->,30352581001
http://cbstv.vo.llnwd.net/e2/0009/flash/20090722135930_33035_002105p0002150p5.flv,Brushfire Reported In Van Nuys,http://a123.g.akamai.net/f/123/36789/5m/kcbs.img.entriq.net/img/dp_thumbs/thumb_1248303025749_0p9516944331627568.jpg,Brushfire Reported In Van Nuys,http://cbstv.vo.llnwd.net/e2/0009/flash/20090722135930_33035_002105p0002150p5.flv,2009-07-22T05:55:32-0500,null,/CBS Daily News,CBS Daily News,,,<!-- Start of Brightcove Player --><div style='display:none'></div><script language='JavaScript' type='text/javascript' src='http://admin.brightcove.com/js/BrightcoveExperiences.js'></script><object id='myExperience' class='BrightcoveExperience'><param name='bgcolor' value='#FFFFFF' /><param name='width' value='654' /><param name='height' value='410' /><param name='playerID' value='30354897001' /><param name='playerKey' value='' /><param name='isVid' value='true' /><param name='isUI' value='true' /><param name='dynamicStreaming' value='true' /></object><script type='text/javascript'>brightcove.createExperiences();</script><!-- End of Brightcove Player -->,30354897001
